spa,por,rom,fra,ita,lat
kompɾendeɾ,kumpɹeɪŋdeɹ,kɔ̃pʁɑ̃dʁ,kɔ̃pʁɑ̃dʁ,komprɛndere,kɔmprɛndeːrɛ
bulɣaɾ,vuwɡaɹ,vylɡɛʁ,vylɡɛʁ,volɡare,wʊlɡaːrɛm
<blank>,kɐpsiozʊ,kapsjø,kapsjø,<blank>,kaptɪoːsʊm
fulika,<blank>,fulk,fulk,fɔlaɡa,fʊlɪkam
axo,aʎʊ,aj,aj,aʎo,aːlɪʊm
mitiɣaɾ,<blank>,mitiʒe,mitiʒe,mitiɡare,miːtɪɡaːrɛ
finiɾ,fenɨseɹ,finiʁ,finiʁ,finire,fiːniːrɛ
<blank>,eʃsɨleɹ,ɛksɛle,ɛksɛle,etʃʃɛllere,ɛkskɛllɛrɛ
ɡoθaɾ,ɡuzaɹ,ɡodiʁ,ɡodiʁ,ɡodere,ɡaʊdeːrɛ
pɾomulɣaɾ,pɹumuwɡaɹ,pʁomylɡe,pʁomylɡe,promulɡare,proːmʊlɡaːrɛ
fuɣaɾ,fuɡaɹ,<blank>,<blank>,fuɡare,fʊɡaːrɛ
deflaɣɾaθjon,dɨflɐɡɹɐsɐ̃ʊ̃,deflaɡʁasjɔ̃,deflaɡʁasjɔ̃,deflaɡratsione,deːflaːɡraːtɪoːnɛm
anona,<blank>,anɔn,anɔn,annona,annoːnam
konθiljaðoɾ,kuŋsiliɐdoɹ,kɔ̃siljatœʁ,kɔ̃siljatœʁ,kontʃiliatore,kɔŋkɪlɪaːtoːrɛm
<blank>,<blank>,<blank>,<blank>,fiɔtʃina,fʊskɪnam
pampinaɾ,<blank>,<blank>,<blank>,<blank>,pampɪnaːrɛ
dekalβaθjon,dɨkɑlvɐsɐ̃ʊ̃,<blank>,<blank>,dekalvatsione,deːkalwaːtɪoːnɛm
no,naʊ,nɔ̃,nɔ̃,nɔ,noːn
atlantiko,ɐtlɐ̃ŋtikʊ,<blank>,<blank>,<blank>,aːtlantɪkʊm
<blank>,<blank>,<blank>,<blank>,<blank>,mʊlsuːram
oponeɾ,ɔpoɹ,<blank>,<blank>,oppɔrre,ɔppoːnɛrɛ
eksoɾtaθjon,ezuɾətɐsɐ̃ʊ̃,ɛɡzɔʁtasjɔ̃,ɛɡzɔʁtasjɔ̃,ezortatsione,ɛkshɔrtaːtɪoːnɛm
kɾoko,<blank>,kʁokys,kʁokys,<blank>,krɔkʊm
<blank>,<blank>,bɛn,bɛn,<blank>,bɛnnam
θafiɾo,sɐfiɾʊ,safiʁ,safiʁ,dzaffiro,sappʰiːrʊm
aŋxel,ɐ̃ŋʒʊ,ɑ̃ʒ,ɑ̃ʒ,andʒelo,aŋɡɛlʊm
okθiðɛnte,ɔsideɪŋtɨ,ɔksidɑ̃,ɔksidɑ̃,otʃʃidɛnte,ɔkkɪdɛntɛm
bapptisteɾjo,bɐtiʃtɛɾjʊ,batistɛʁ,batistɛʁ,battistɛro,baptɪsteːrɪʊm
meðiko,mɛdikʊ,mɛʒ,mɛʒ,mɛdiko,mɛdɪkʊm
intɛnso,iŋteɪŋsʊ,ɛ̃tɑ̃s,ɛ̃tɑ̃s,intɛnso,ɪnteːnsʊm
inkoŋɡɾuɛnθja,iŋkuŋɡɹueɪŋsjɐ,ɛ̃kɔ̃ɡʁyɑ̃s,ɛ̃kɔ̃ɡʁyɑ̃s,inkoŋɡruɛntsa,ɪŋkɔŋɡrʊɛntɪam
tituβeaɾ,<blank>,titybe,titybe,<blank>,tɪtʊbaːrɛ
apoloxetika,ɐpuluʒɛtikɐ,apoloʒetik,apoloʒetik,apolodʒɛtika,apɔlɔɡeːtɪkam
paɾaɾ,pɐɾaɹ,paʁe,paʁe,paɾare,paraːrɛ
θjeno,senʊ,<blank>,<blank>,<blank>,kaɪnʊm
<blank>eo,<blank>,<blank>,<blank>,<blank>ɛo,<blank>ɛʊm
fjel,fiɛl,feal,feal,fedele,fɪdeːlɛm
pɾofesoɾ,pɹufɨsoɹ,pʁofɛsœʁ,pʁofɛsœʁ,professore,prɔfɛssoːrɛm
as,aʃ,as,as,<blank>,assɛm
naθeɾ,nɐseɹ,nɛtʁ,nɛtʁ,naʃere,naːskeːrɛ
saɾkasmo,sɐɾəkaʒmʊ,saʁkasm,saʁkasm,sarkazmo,sarkasmʊm
<blank>,<blank>,ʁəsɑ̃sjɔ̃,ʁəsɑ̃sjɔ̃,<blank>,rɛkeːnsɪoːnɛm
bisiβiliðad,vizibilidadɨ,<blank>,<blank>,<blank>,wiːsɪbɪlɪtaːtɛm
fweɾte,fɔɾətɨ,fɔʁ,fɔʁ,fɔrte,fɔrtɛm
etʃuɾe,fɐtuɾɐ,fɛtyʁ,fɛtyʁ,fattura,faktuːram
moðulaθjon,mudulɐsɐ̃ʊ̃,modylasjɔ̃,modylasjɔ̃,modulatsione,mɔdʊlaːtɪoːnɛm
<blank>,<blank>,keʁimoni,keʁimoni,kwerimɔnia,kwɛrɪmoːnɪam
inseɾθjon,iŋsɨɾəsɐ̃ʊ̃,ɛ̃sɛʁsjɔ̃,ɛ̃sɛʁsjɔ̃,insertsione,iːnsɛrtɪoːnɛm
pɾekaɾ,pɹɨkaɹ,<blank>,<blank>,preɡare,prɛkaːriː
akto,atʊ,akt,akt,atto,aːktʊm
<blank>,<blank>,<blank>,<blank>,dʒubbato,jʊbaːtʊm
θeɾeθa,seɾeʒɐ,səʁiz,səʁiz,tʃiliɛdʒa,kɛrasʊm
disimil,disimil,<blank>,<blank>,dissimile,dɪssɪmɪlɛm
onaɣɾo,ɔnaɡɹʊ,onaɡʁ,onaɡʁ,onaɡro,ɔnaɡrʊm
onθa,oŋsɐ,ɔ̃s,ɔ̃s,ontʃa,ʊŋkɪam
tal,tɑl,tɛl,tɛl,tale,taːlɛm
kuɾa,kuɾɐ,kyʁ,kyʁ,kura,kuːram
<blank>,<blank>,mɑ̃dasjø,mɑ̃dasjø,mendatʃo,mɛndaːkɪʊm
salβo,sɑlvʊ,sof,sof,salvo,salwʊm
kompletiβo,kumplɨtivʊ,<blank>,<blank>,kompletivo,kɔmpleːtiːwʊm
inkuβo,iŋkubʊ,ɛ̃kyb,ɛ̃kyb,inkubo,ɪŋkʊbʊm
anikilaθjon,ɐnikilɐsɐ̃ʊ̃,anjilasjɔ̃,anjilasjɔ̃,annikilatsione,annɪhɪlaːtɪoːnɛm
biɾiliðad,viɾilidadɨ,viʁilite,viʁilite,virilita,wɪriːlɪtaːtɛm
epitalamjo,epitɐlɐ̃mjʊ,epitalam,epitalam,epitalamio,ɛpɪtʰalamɪʊm
eksaltaθjon,ɨzɑltɐsɐ̃ʊ̃,ɛɡzaltasjɔ̃,ɛɡzaltasjɔ̃,ezaltatsione,ɛksaltaːtɪoːnɛm
<blank>,<blank>,deʒɛksjɔ̃,deʒɛksjɔ̃,<blank>,deːjɛktɪoːnɛm
<blank>,fiɡʊ,fiɡ,fiɡ,fiko,fiːkʊm
imflixiɾ,<blank>,ɛ̃fliʒe,ɛ̃fliʒe,<blank>,iːnfliːɡɛrɛ
oɾθwela,tuɾəsɔl,ɔʁsyɛl,ɔʁsyɛl,ortʃuɔlo,hɔrdɛɔlʊm
aɣɾimensoɾ,ɐɡɹimeɪŋsoɹ,<blank>,<blank>,aɡrimensore,aɡriːmeːnsoːrɛm
afjanθaɾ,ɐfiɐ̃ŋsaɹ,<blank>,<blank>,<blank>,affɪdɛntɪaːrɛ
aβlaθjon,ɐblɐsɐ̃ʊ̃,ablasjɔ̃,ablasjɔ̃,ablatsione,ablaːtɪoːnɛm
swela,soʎɐ,sœj,sœj,sɔʎa,sɔlɛam
beɾminoso,veɾəminozʊ,<blank>,<blank>,verminozo,wɛrmɪnoːsʊm
pɾeβɛnda,pɹebeɪŋdɐ,pʁebɑ̃d,pʁebɑ̃d,prebɛnda,praɪbɛndam
<blank>,ʁɐsimadʊ,<blank>,<blank>,<blank>,rakeːmaːtʊm
seko,sekʊ,sɛk,sɛk,sekko,sɪkkʊm
muxiɾ,muʒiɹ,myʒiʁ,myʒiʁ,mudʒʒire,muːɡiːrɛ
alɣa,ɑlɡɐ,alɡ,alɡ,alɡa,alɡam
θeɲo,seɲʊ,<blank>,<blank>,tʃenno,kɪnnʊm
reβelaθjon,ʁɨvɨlɐsɐ̃ʊ̃,ʁevelasjɔ̃,ʁevelasjɔ̃,rivelatsione,rɛweːlaːtɪoːnɛm
oɾkestɾa,ɔɾəkɛʃtɹɐ,ɔʁkɛstʁ,ɔʁkɛstʁ,orkɛstra,ɔrkʰeːstram
<blank>,<blank>,maʁ,maʁ,marra,marram
patɾonimiko,pɐtɹunimikʊ,patʁonimik,patʁonimik,patronimiko,patrɔnymɪkʊm
kaβalɣaɾ,kɐvɑlɡaɹ,ʃəvoʃe,ʃəvoʃe,kavalkare,kaballɪkaːrɛ
pɾefeɾiɾ,pɹɨfɨɾiɹ,pʁefeʁe,pʁefeʁe,preferire,praɪfɛrrɛ
aβoɣaðo,ɐdvuɡadʊ,avoka,avoka,avvokato,adwɔkaːtʊm
mio,meʊ,mɔ̃,mɔ̃,mio,meːʊm
doɡma,dɔɡmɐ,dɔɡm,dɔɡm,doɡma,dɔɡma
epatiko,<blank>,<blank>,<blank>,<blank>,heːpatɪkʊm
<blank>,<blank>,<blank>,<blank>,ʃissile,skɪssɪlɛm
palimpsesto,pɐlimpseʃtʊ,palɛ̃psɛst,palɛ̃psɛst,palinsɛsto,palɪmpseːstʊm
pɾeokupaθjon,pɹiukupɐsɐ̃ʊ̃,pʁeɔkypasjɔ̃,pʁeɔkypasjɔ̃,preokkupatsione,praɪɔkkʊpaːtɪoːnɛm
imbjeɾno,iŋvɛɾənʊ,ivɛʁ,ivɛʁ,invɛrno,hiːbɛrnʊm
tɾiβuna,tɹibunɐ,tʁibœ̃,tʁibœ̃,tribuno,trɪbuːnʊm
konkuɾso,kuŋkuɾəsʊ,kɔ̃kuʁ,kɔ̃kuʁ,konkorso,kɔŋkʊrsʊm
papa,papɐ,pap,pap,papa,papam
sajo,saɪʊ,sɛ,sɛ,saio,saɡʊm
diβeɾtikulo,divɨɾətikulʊ,divɛʁtikyl,divɛʁtikyl,divertikolo,diːwɛrtɪkʊlʊm
remo,ʁemʊ,ʁam,ʁam,rɛmo,reːmʊm
espeθimen,ʃpɛsimɨ,spəsimɛn,spəsimɛn,<blank>,spɛkɪmɛn
kompensaθjon,kumpeɪŋsɐsɐ̃ʊ̃,kɔ̃pɑ̃sasjɔ̃,kɔ̃pɑ̃sasjɔ̃,kompensatsione,kɔmpɛnsaːtɪoːnɛm
loβo,lobʊ,lu,lu,lupo,lʊpʊm
<blank>,<blank>,<blank>,<blank>,tripudio,trɪpʊdɪʊm
<blank>,ɐsɨɾəvɐsɐ̃ʊ̃,<blank>,<blank>,<blank>,akɛrwaːtɪoːnɛm
poβɾe,pɔbɹɨ,povʁ,povʁ,pɔvero,paʊpɛrɛm
θiɾuxia,siɾuɾəʒiɐ,ʃiʁyʁʒi,ʃiʁyʁʒi,kirurdʒia,kʰiːrʊrɡɪam
eskoβaɾ,ʃkuvaɹ,<blank>,<blank>,skopare,skɔpɛrɛ
aðulaθjon,ɐdulɐsɐ̃ʊ̃,adylasjɔ̃,adylasjɔ̃,<blank>,aduːlaːtɪoːnɛm
beŋɡaɾ,viŋɡaɹ,vɑ̃ʒe,vɑ̃ʒe,vendikare,wɪndɪkaːrɛ
iteɾatiβo,itɨɾɐtivʊ,iteʁatif,iteʁatif,iterativo,ɪtɛraːtiːwʊm
pinto,<blank>,pɛ̃,pɛ̃,pinto,pɪktʊm
pɾofuɣo,<blank>,<blank>,<blank>,prɔfuɡo,prɔfʊɡʊm
eklesjastiko,eklɨziaʃtikʊ,eklezjastik,eklezjastik,ekklezjastiko,ɛkkleːsɪastɪkʊm
bjexo,vɛʎʊ,vjɛj,vjɛj,vɛkkio,wɛtʊlʊm
palaðaɾ,pɐlɐdaɹ,palɛ,palɛ,palato,palaːtʊm
<blank>,<blank>,<blank>,<blank>,dʒovɛnka,jʊwɛŋkam
mɛnte,meɪŋtɨ,mɑ̃,mɑ̃,mente,mɛntɛm
kaɾena,<blank>,kaʁɛn,kaʁɛn,karɛna,kariːnam
bentilaɾ,veɪŋtilaɹ,vɑ̃tile,vɑ̃tile,ventilare,wɛntɪlaːrɛ
pektoɾal,peɪtuɾɑl,pɛktoʁal,pɛktoʁal,pettorale,pɛktɔraːlɛm
usuɾpaɾ,uzuɾəpaɹ,yzyʁpe,yzyʁpe,uzurpare,uːsuːrpaːrɛ
naʊseaβundo,naʊziɐbũŋdʊ,<blank>,<blank>,<blank>,naʊsɛaːbʊndʊm
<blank>,ɐ̃ŋtɐ,<blank>,<blank>,anta,antaːs
terestɾe,teʁɛʃtɹɨ,tɛʁɛstʁ,tɛʁɛstʁ,terrɛstre,tɛrrɛstrɛm
kwateɾnaɾjo,kwɐtɨɾənaɾjʊ,kwatɛʁnɛʁ,kwatɛʁnɛʁ,kwaternario,kwatɛrnaːrɪʊm
aðoɾnaɾ,<blank>,<blank>,<blank>,<blank>,adoːrnaːrɛ
kastɾaðo,kɐʃtɹadʊ,ʃatʁe,ʃatʁe,kastrato,kastraːtʊm
obβjaɾ,ɔbviaɹ,ɔbvje,ɔbvje,ovviare,ɔbwɪaːrɛ
menton,meɪŋtʊ,mɑ̃tɔ̃,mɑ̃tɔ̃,mento,mɛntʊm
espatula,ʃpatulɐ,spatyl,spatyl,spatola,spatʰʊlam
onusto,ɔnuʃtʊ,<blank>,<blank>,onusto,ɔnʊstʊm
oxo,ɔʎʊ,œj,œj,ɔkkio,ɔkʊlʊm
rompeɾ,ʁumpeɹ,ʁɔ̃pʁ,ʁɔ̃pʁ,rompere,rʊmpeːrɛ
estimaɾ,ʃtimaɹ,ɛstime,ɛstime,estimare,aɪstɪmaːrɛ
<blank>,<blank>,<blank>,<blank>,<blank>,pɛrpɛndɛrɛ
aβeθaɾ,vɨzaɹ,ɑ̃vwazje,ɑ̃vwazje,invetssare,ɪnwɪtɪaːrɛ
reθipɾoθiðad,ʁesipɹusidadɨ,ʁesipʁosite,ʁesipʁosite,retʃiprotʃita,rɛkɪprɔkɪtaːtɛm
menstɾual,meɪŋstɹuɑl,mɑ̃stʁyɛl,mɑ̃stʁyɛl,mestruale,meːnstrʊaːlɛm
biθeps,bisɨpʃ,bisɛp,bisɛp,bitʃipite,bɪkɛps
resinoso,ʁezinozʊ,ʁezinø,ʁezinø,rezinozo,reːsiːnoːsʊm
kaliðad,kwɐlidadɨ,kalite,kalite,kwalita,kwaːlɪtaːtɛm
<blank>,<blank>,<blank>,<blank>,sortileɡo,sɔrtɪlɛɡʊm
kɾema,kɹemɨ,kʁɛm,kʁɛm,krɛma,kʰrɪsma
fuɾoɾ,fuɾoɹ,fyʁœʁ,fyʁœʁ,furore,fuːraːriː
saksifɾaɣa,sɐksifɹɐɡɐ,saksifʁaɡa,saksifʁaɡa,sassifraɡa,saksɪfraɡam
puɾo,puɾʊ,pyʁ,pyʁ,puro,puːrʊm
oɾðinaɾjo,ɔɾədinaɾjʊ,ɔʁdinɛʁ,ɔʁdinɛʁ,ordinario,oːrdɪnaːrɪʊm
xwiθjo,ʒuizʊ,<blank>,<blank>,dʒuditsio,juːdɪkɪʊm
diβeɾxiɾ,divɨɾəʒiɹ,divɛʁʒe,divɛʁʒe,divɛrdʒere,dɪwɛrɡeːrɛ
meteɾ,mɨteɹ,mɛtʁ,mɛtʁ,mettere,mɪttɛrɛ
nimjeðad,<blank>,<blank>,<blank>,<blank>,nɪmɪɛtaːtɛm
pɾemonitoɾe,<blank>,<blank>,<blank>,premonitore,praɪmɔnɪtoːrɛm
sjete,sɛtɨ,sɛt,sɛt,sɛtte,sɛptɛm
pɾoɣɾesjon,pɹuɡɹɨsɐ̃ʊ̃,pʁɔɡʁɛsjɔ̃,pʁɔɡʁɛsjɔ̃,proɡressione,proːɡrɛssɪoːnɛm
tɾixesimo,tɹiʒɛzimʊ,<blank>,<blank>,tridʒɛzimo,triːɡeːsɪmʊm
oβxeto,<blank>,<blank>,<blank>,<blank>,ɔbɪkɛrɛ
<blank>,ʃtɹɛnuʊ,<blank>,<blank>,strɛnuo,streːnʊʊm
<blank>,<blank>,ɔbsekʁasjɔ̃,ɔbsekʁasjɔ̃,<blank>,ɔbsɛkraːtɪoːnɛm
kontuβeɾnal,kuŋtubɨɾənɑl,kɔ̃tybɛʁnal,kɔ̃tybɛʁnal,kontubernale,kɔntʊbɛrnaːlɛm
<blank>,<blank>,<blank>,<blank>,mite,miːtɛm
istoɾja,iʃtɔɾjɐ,istwaʁ,istwaʁ,stɔria,hɪstɔrɪam
loðoso,ludozʊ,<blank>,<blank>,lotozo,lʊtoːsʊm
θeleɾiðad,selɨɾidadɨ,seleʁite,seleʁite,tʃelerita,kɛlɛrɪtaːtɛm
peɾjoðiko,peɾiɔdikʊ,peʁjodik,peʁjodik,periɔdiko,pɛrɪɔdɪkʊm
<blank>,<blank>,<blank>,<blank>,tʃintʃinno,kɪŋkɪnnʊm
<blank>,<blank>,lapidasjɔ̃,lapidasjɔ̃,lapidatsione,lapɪdaːtɪoːnɛm
θentaʊɾo,seɪŋtaʊɾʊ,sɑ̃tɔʁ,sɑ̃tɔʁ,tʃentauro,kɛntaʊrʊm
fusjon,fuzɐ̃ʊ̃,fyzjɔ̃,fyzjɔ̃,fuzione,fuːsɪoːnɛm
intɾoðukθjon,iŋtɹudusɐ̃ʊ̃,ɛ̃tʁodyksjɔ̃,ɛ̃tʁodyksjɔ̃,introdutsione,ɪntroːdʊktɪoːnɛm
nosokomjo,nuzukɔmjʊ,<blank>,<blank>,nozokɔmio,nɔsɔkɔmiːʊm
<blank>,<blank>,loʁea,loʁea,laureato,laʊrɛaːtʊm
ɡlosaɾjo,ɡlusaɾjʊ,ɡlɔsɛʁ,ɡlɔsɛʁ,ɡlossario,ɡlɔssaːrɪʊm
kɾiβo,kɹivʊ,kʁibl,kʁibl,krivo,kriːbrʊm
aðulteɾo,ɐdultɨɾʊ,avutʁ,avutʁ,<blank>,adʊltɛrʊm
runa,<blank>,<blank>,<blank>,<blank>,ruːnam
respiɾaθjon,ʁeʃpiɾɐsɐ̃ʊ̃,ʁɛspiʁasjɔ̃,ʁɛspiʁasjɔ̃,respiratsione,reːspiːraːtɪoːnɛm
opulɛnθja,<blank>,opylɑ̃s,opylɑ̃s,opulɛntsa,ɔpʊlɛntɪam
blandiɾ,<blank>,blɑ̃diʁ,blɑ̃diʁ,blandire,blandiːriː
aðopθjon,ɐdusɐ̃ʊ̃,adɔpsjɔ̃,adɔpsjɔ̃,adotsione,adɔptɪoːnɛm
defekaɾ,dɨfɨkaɹ,defeke,defeke,defekare,deːfaɪkaːrɛ
imfimo,iŋfimʊ,ɛ̃fim,ɛ̃fim,infimo,iːnfɪmʊm
suspiɾo,suʃpiɾʊ,supiʁ,supiʁ,sospiro,sʊspɪrɪʊm
seɣaɾ,sɨɡaɹ,sje,sje,seɡare,sɛkaːrɛ
penetɾaθjon,penɛtɹɐsɐ̃ʊ̃,penetʁasjɔ̃,penetʁasjɔ̃,penetratsione,pɛnɛtraːtɪoːnɛm
paɾjetal,pɐɾiɨtɑl,paʁjetal,paʁjetal,parietale,parɪɛtaːlɛm
axjoɣɾafo,ɐʒiɔɡɹɐfʊ,aʒjɔɡʁaf,aʒjɔɡʁaf,adʒɔɡrafo,haɡɪɔɡrapʰʊm
<blank>,<blank>,<blank>,<blank>,uŋɡwentario,ʊŋɡwɛntaːrɪʊm
konsɛnso,kuŋseɪŋsʊ,kɔ̃sɑ̃s,kɔ̃sɑ̃s,konsɛnso,koːnseːnsʊm
satuɾaɾ,sɐtuɾaɹ,satyʁe,satyʁe,saturare,satʊraːrɛ
pɾeðominaɾ,pɹeduminaɹ,pʁedomine,pʁedomine,predominare,praɪdɔmɪnaːriː
pɾofundo,pɹufũŋdʊ,pʁofɔ̃,pʁofɔ̃,profondo,prɔfʊndʊm
inteɾno,intɛɾənʊ,ɛ̃tɛʁn,ɛ̃tɛʁn,intɛrno,ɪntɛrnʊm
<blank>,fɐsiʊlɐ,fasjɔl,fasjɔl,faʃola,faskɪɔlam
bestiðo,veʃtidʊ,<blank>,<blank>,vestito,wɛstiːtʊm
pɾeθeppto,pɹeseɪtʊ,pʁesɛpt,pʁesɛpt,pretʃɛtto,praɪkɛptʊm
pɾoβinθjal,pɹuviŋsiɑl,pʁovɛ̃sjal,pʁovɛ̃sjal,provintʃale,proːwɪŋkɪaːlɛm
admiɾaɾ,ɐdmiɾaɹ,admiʁe,admiʁe,ammirare,admiːraːriː
<blank>oso,<blank>ozʊ,<blank>ø,<blank>ø,<blank>ozo,<blank>oːsʊm
maliɡniðad,mɐliɡnidadɨ,maliɲite,maliɲite,maliɲita,malɪŋnɪtaːtɛm
<blank>,<blank>,asɑ̃sœʁ,asɑ̃sœʁ,<blank>,askeːnsoːrɛm
falðistoɾjo,fɑldiʃtɔɾjʊ,<blank>,<blank>,faldistɔrio,faldɪstoːlɪʊm
<blank>,<blank>,vid,vid,vuɔto,wɔkɪtʊm
inkomoðaɾ,iŋkumudaɹ,ɛ̃kɔmode,ɛ̃kɔmode,<blank>,ɪŋkɔmmɔdaːrɛ
aɾmaðo,ɐɾəmadʊ,aʁme,aʁme,armato,armaːtʊm
eksaθeɾβaɾ,ezɐsɨɾəbaɹ,ɛɡzasɛʁbe,ɛɡzasɛʁbe,ezatʃerbare,ɛksakɛrbaːrɛ
<blank>,<blank>,kaʁɔt,kaʁɔt,karɔta,karoːtam
senswal,seɪŋsuɑl,sɑ̃syɛl,sɑ̃syɛl,sensuale,sɛnsʊaːlɛm
<blank>,ʃpiɾakulʊ,<blank>,<blank>,<blank>,spiːraːkʊlʊm
pexeɣo,pesɛɡʊ,pɛʁsik,pɛʁsik,pɛsko,pɛrsɪkʊm
<blank>,<blank>,volypte,volypte,volutta,wɔlʊptaːtɛm
inmaɾθesiβle,imɐɾəsɨsivɛl,immaʁsɛsibl,immaʁsɛsibl,immartʃeʃibile,ɪmmarkɛskɪbɪlɛm
aɾðeɾ,ɐɾədeɹ,aʁdwaʁ,aʁdwaʁ,ardere,aːrdeːrɛ
<blank>,kɑlkulɐsɐ̃ʊ̃,<blank>,<blank>,kalkolatsione,kalkʊlaːtɪoːnɛm
afektiβo,ɐfɨtivʊ,afɛktif,afɛktif,affettivo,affɛktiːwʊm
efluiɾ,ifluiɹ,eflye,eflye,effluire,ɛfflʊɛrɛ
raβo,ʁabʊ,ʁav,ʁav,rapa,raːpʊm
analoɣo,ɐnɑluɡʊ,analoɡ,analoɡ,analoɡo,analɔɡʊm
oskulaθjon,ɔʃkulɐsɐ̃ʊ̃,<blank>,<blank>,oskulatsione,ɔskʊlaːtɪoːnɛm
<blank>,<blank>,<blank>,<blank>,ipɛtro,hypaɪtʰrʊm
deθiðiɾ,dɨsidiɹ,deside,deside,detʃidere,deːkɪdeːrɛ
estoɾnino,ʃtuɾəniɲʊ,etuʁno,etuʁno,storno,stʊrnʊm
imbektiβa,iŋvɛtivɐ,ɛ̃vɛktiv,ɛ̃vɛktiv,invettivo,ɪnwɛktiːwam
<blank>,<blank>,<blank>,<blank>,<blank>ifitʃo,<blank>ɪfɪkɪʊm
kɾeaɾ,kɹiaɹ,kʁee,kʁee,kreare,krɛaːrɛ
paɾte,paɾətɨ,paʁ,paʁ,parte,partɛm
konsunθjon,kuŋsũŋsɐ̃ʊ̃,kɔ̃sɔ̃psjɔ̃,kɔ̃sɔ̃psjɔ̃,konsuntsione,koːnsuːmptɪoːnɛm
pɾendeɾ,pɹeɪŋdeɹ,pʁɑ̃dʁ,pʁɑ̃dʁ,prɛndere,prɛndeːrɛ
nominatiβo,numinɐtivʊ,nominatif,nominatif,nominativo,noːmɪnaːtiːwʊm
aɾβoɾesθɛnte,ɐɾəbuɾɨseɪŋtɨ,aʁboʁɛsɑ̃,aʁboʁɛsɑ̃,arboreʃɛnte,arbɔreːskɛntɛm
tjera,tɛʁɐ,tɛʁ,tɛʁ,tɛrra,tɛrram
laðɾaɾ,lɐdɹaɹ,ladʁ,ladʁ,latrare,latroːnɛm
poðjo,pɔdjʊ,podjɔm,podjɔm,pɔdio,pɔdɪʊm
<blank>,<blank>,ɡly,ɡly,ɡlutine,ɡluːtɛn
biβoɾa,vibuɾɐ,vipɛʁ,vipɛʁ,vipera,wiːpɛram
kotʃiniʎa,kuʃiniʎɐ,koʃnij,koʃnij,kotʃʃiniʎa,kɔkkɪnam
biɾɣula,viɾəɡulɐ,<blank>,<blank>,virɡola,wɪrɡʊlam
panaθea,pɐnɐsɛɪɐ,panase,panase,panatʃea,panakɛam
astɾaɣalo,ɐʃtɹaɡɐlʊ,astʁaɡal,astʁaɡal,astraɡalo,astraɡalʊm
kweɾβo,koɾəvʊ,kɔʁbo,kɔʁbo,kɔrvo,kɔrwʊm
foɾniks,fɔɾənisɨ,<blank>,<blank>,<blank>,fɔrnɪkɛm
<blank>,<blank>,<blank>,<blank>,nossale,nɔksaːlɛm
bɾakjal,bɹɐkiɑl,bʁaʃjal,bʁaʃjal,brakjale,brakkʰɪaːlɛm
subteɾfuxjo,subtɨɾəfuʒjʊ,sybtɛʁfyʒ,sybtɛʁfyʒ,sotterfudʒo,sʊbtɛrfʊɡɪʊm
letaɾxja,lɛtɐɾəʒiɐ,letaʁʒi,letaʁʒi,letardʒia,leːtʰarɡɪam
espuɾjo,ʃpuɾjʊ,<blank>,<blank>,spurio,spʊrɪʊm
<blank>,<blank>,ɔstɑ̃sif,ɔstɑ̃sif,ostensivo,ɔsteːnsiːwʊm
<blank>,keʎɐ,<blank>,<blank>,<blank>,kanaːlɪkʊlam
topaθjo,tupazjʊ,topaz,topaz,topatsio,tɔpazzɪoːn
ɡalon,<blank>,<blank>,<blank>,ɡalletta,ɡallɛtam
aloŋɡaɾ,ɐluŋɡaɹ,elɔ̃ʒe,elɔ̃ʒe,alluŋɡare,eːlɔŋɡaːrɛ
raθimo,ʁɐsimʊ,ʁɛzɛ̃,ʁɛzɛ̃,ratʃɛmo,rakeːmʊm
ɡalea,<blank>,<blank>,<blank>,<blank>,ɡalɛam
reðukθjon,ʁedusɐ̃ʊ̃,ʁedyksjɔ̃,ʁedyksjɔ̃,ridutsione,rɛdʊktɪoːnɛm
<blank>,<blank>,<blank>,<blank>,kwirinale,kwɪriːnaːlɛm
aðeɾiɾ,ɐdɨɾiɹ,adeʁe,adeʁe,aderire,adhaɪreːrɛ
fowɾniɣa,fuɾəmiɡɐ,fuʁmi,fuʁmi,formika,fɔrmiːkam
<blank>,iŋseɪŋtivʊ,<blank>,<blank>,<blank>,ɪŋkɛntiːwʊm
<blank>,<blank>,buvje,buvje,bovaro,bɔwaːrɪʊm
θeɾθenaɾ,seɾəsiaɹ,<blank>,<blank>,<blank>,kɪrkɪnaːrɛ
<blank>,tiɾəsiʒɨɾʊ,<blank>,<blank>,<blank>,tʰyrsɪɡɛrʊm
posiβiliðad,pusibilidadɨ,pɔsibilite,pɔsibilite,possibilita,pɔssɪbɪlɪtaːtɛm
releɣaɾ,ʁelɨɡaɹ,ʁəleɡe,ʁəleɡe,releɡare,rɛlɛɡɛrɛ
eɾβoso,eɾəbozʊ,ɛʁbø,ɛʁbø,erbozo,hɛrboːsʊm
<blank>,<blank>,<blank>,<blank>,annodare,adnoːdaːrɛ
lasθiβo,lɐsivʊ,lasif,lasif,laʃivo,laskiːwʊm
kwatɾo,kwatɹʊ,katʁ,katʁ,kwattro,kwattʊɔr
tɾansiθjon,tɹɐ̃ŋzisɐ̃ʊ̃,tʁɑ̃zisjɔ̃,tʁɑ̃zisjɔ̃,transitsione,transɪtɪoːnɛm
